ID;n_adults;n_children;weekend_nights;week_nights;meal_plan;car_parking_space;room_type;lead_time;year;month;date;market_segment;repeated_guest;previous_cancellations;previous_bookings_not_canceled;avg_room_price;special_requests;status
INN24975;2;1;0;2;Meal Plan 1;0;Room_Type 4;9;2018;9;8;Online;0;0;0;201.5;2;0
INN28751;1;0;0;2;Meal Plan 1;0;Room_Type 1;12;2018;1;19;Offline;0;0;0;71.0;0;0
INN08874;2;0;0;1;Meal Plan 1;0;Room_Type 1;27;2018;6;9;Offline;0;0;0;120.0;0;0
INN28121;2;0;1;2;Meal Plan 1;0;Room_Type 1;338;2018;10;7;Offline;0;0;0;80.0;0;1
INN11764;2;0;1;0;Not Selected;0;Room_Type 1;64;2018;7;25;Online;0;0;0;103.5;0;0
INN15015;2;0;1;2;Meal Plan 1;0;Room_Type 4;49;2017;11;16;Offline;0;0;0;60.0;0;0
INN18905;2;0;1;1;Meal Plan 1;0;Room_Type 1;317;2018;11;19;Online;0;0;0;78.3;0;1
INN04448;2;0;2;0;Not Selected;0;Room_Type 1;2;2018;6;12;Online;0;0;0;108.5;2;0
INN09974;2;0;2;4;Meal Plan 1;0;Room_Type 4;24;2017;10;4;Online;0;0;0;81.7;1;0
INN18912;2;0;2;4;Meal Plan 1;0;Room_Type 4;53;2018;9;1;Online;0;0;0;121.35;1;0
INN18583;2;1;1;3;Meal Plan 1;0;Room_Type 1;160;2018;7;18;Online;0;0;0;110.5;2;1
INN07730;3;0;0;1;Meal Plan 1;0;Room_Type 1;67;2018;5;7;Online;0;0;0;159.3;0;1
INN01195;2;0;1;0;Not Selected;0;Room_Type 1;4;2018;6;13;Online;0;0;0;99.0;2;0
INN34576;2;0;0;3;Not Selected;0;Room_Type 1;24;2018;5;12;Online;0;0;0;99.33;1;0
INN02827;2;0;0;1;Meal Plan 1;0;Room_Type 1;105;2018;4;6;Online;0;0;0;75.0;0;1
INN15732;3;0;1;1;Meal Plan 1;0;Room_Type 4;87;2018;8;8;Online;0;0;0;135.27;1;0
INN09167;2;0;0;1;Meal Plan 1;0;Room_Type 1;56;2018;6;8;Offline;0;0;0;120.0;0;0
INN33091;2;0;0;1;Not Selected;0;Room_Type 1;2;2018;2;6;Online;0;0;0;81.0;1;0
INN25996;2;0;1;2;Meal Plan 1;0;Room_Type 4;130;2018;3;25;Online;0;0;0;123.67;1;0
INN19110;3;0;0;2;Meal Plan 1;0;Room_Type 4;114;2018;8;4;Online;0;0;0;137.7;0;0
INN28505;2;0;1;2;Meal Plan 1;0;Room_Type 4;20;2018;5;30;Online;0;0;0;132.67;1;0
INN11977;2;0;2;2;Meal Plan 1;0;Room_Type 4;127;2018;5;21;Online;0;0;0;113.05;2;0
INN21650;2;0;0;2;Meal Plan 2;0;Room_Type 1;56;2017;9;17;Offline;0;0;0;82.0;0;0
INN17136;2;2;1;1;Meal Plan 1;0;Room_Type 6;10;2018;2;27;Online;0;0;0;173.0;2;0
INN11387;2;0;2;1;Meal Plan 1;0;Room_Type 1;2;2018;12;3;Online;0;0;0;109.0;1;0
INN17870;2;0;0;2;Meal Plan 2;0;Room_Type 1;56;2017;9;17;Offline;0;0;0;82.0;0;0
INN33981;3;0;0;4;Meal Plan 1;0;Room_Type 4;137;2018;8;23;Online;0;0;0;133.2;0;1
INN02400;3;0;1;1;Meal Plan 1;0;Room_Type 4;96;2018;6;13;Online;0;0;0;159.3;2;0
INN24619;2;0;2;3;Meal Plan 1;0;Room_Type 1;269;2018;12;29;Offline;0;0;0;80.0;1;0
INN02487;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Online;0;0;0;101.5;0;1
INN13247;2;0;0;2;Meal Plan 2;0;Room_Type 1;265;2018;6;24;Offline;0;0;0;115.0;1;1
INN19177;1;0;1;4;Meal Plan 1;0;Room_Type 1;150;2018;1;18;Offline;0;0;0;80.0;0;0
INN06115;2;0;2;4;Meal Plan 1;0;Room_Type 1;291;2018;12;28;Online;0;0;0;80.75;2;0
INN33924;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;4;8;Online;0;0;0;53.3;0;0
INN17805;2;0;2;4;Meal Plan 1;0;Room_Type 4;188;2018;9;28;Online;0;0;0;134.4;1;1
INN21660;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2017;9;22;Online;0;0;0;158.0;0;0
INN15128;2;0;0;3;Meal Plan 1;0;Room_Type 1;49;2018;9;6;Online;0;0;0;110.7;0;1
INN33407;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;6;4;Online;0;0;0;129.0;1;0
INN13517;3;0;0;3;Meal Plan 1;0;Room_Type 4;99;2018;10;19;Online;0;0;0;151.2;0;1
INN02475;2;2;2;5;Meal Plan 1;0;Room_Type 6;179;2018;6;8;Online;0;0;0;182.26;0;1
INN33710;2;0;1;1;Not Selected;0;Room_Type 1;3;2018;3;12;Online;0;0;0;106.0;1;0
INN13620;2;0;1;2;Meal Plan 1;0;Room_Type 1;85;2017;10;23;Online;0;0;0;89.25;2;0
INN30633;3;0;1;2;Meal Plan 2;0;Room_Type 4;7;2018;2;29;Online;0;0;0;193.0;2;0
INN28293;2;0;2;1;Meal Plan 1;0;Room_Type 1;79;2018;1;30;Online;0;0;0;64.64;0;0
INN25075;2;0;1;3;Meal Plan 1;0;Room_Type 1;20;2018;1;25;Online;0;0;0;91.0;1;0
INN15973;2;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;24;Offline;0;0;0;105.0;0;0
INN12674;1;0;1;3;Meal Plan 1;0;Room_Type 1;35;2018;11;7;Online;0;0;0;199.0;2;0
INN16950;2;0;0;2;Meal Plan 1;0;Room_Type 1;317;2018;9;15;Offline;0;0;0;120.0;0;1
INN23098;2;0;0;3;Meal Plan 1;0;Room_Type 1;314;2018;10;12;Offline;0;0;0;75.0;0;1
INN31778;2;0;2;2;Meal Plan 1;0;Room_Type 1;115;2018;12;18;Online;0;0;0;88.4;2;0
INN17675;2;0;0;3;Meal Plan 1;0;Room_Type 4;174;2018;7;21;Online;0;0;0;115.8;2;1
INN27918;2;0;0;1;Meal Plan 1;0;Room_Type 1;40;2018;2;27;Offline;0;0;0;65.0;0;0
INN14842;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95.0;0;0
INN19897;2;0;0;2;Not Selected;0;Room_Type 4;5;2017;9;3;Online;0;0;0;124.5;3;0
INN24982;2;0;0;2;Meal Plan 1;0;Room_Type 4;48;2017;10;9;Offline;0;0;0;87.3;0;0
INN14955;2;0;1;4;Meal Plan 1;0;Room_Type 1;141;2018;7;6;Online;0;0;0;107.95;1;0
INN08885;1;0;0;1;Meal Plan 1;0;Room_Type 1;12;2018;7;30;Corporate;0;0;0;65.0;1;0
INN01090;2;0;0;5;Meal Plan 1;0;Room_Type 1;186;2018;7;19;Online;0;0;0;90.95;1;1
INN00803;1;0;0;1;Not Selected;0;Room_Type 1;76;2018;4;21;Online;0;0;0;69.3;1;0
INN14034;1;0;2;1;Meal Plan 1;0;Room_Type 1;21;2017;9;5;Online;0;0;0;95.0;0;0
INN21798;2;0;2;3;Meal Plan 1;0;Room_Type 1;256;2018;10;16;Online;0;0;0;100.75;0;1
INN12031;2;0;1;4;Meal Plan 1;0;Room_Type 1;260;2018;11;16;Online;0;0;0;56.94;1;0
INN33842;2;2;0;1;Meal Plan 1;0;Room_Type 6;222;2018;10;29;Online;0;0;0;168.3;0;1
INN16839;2;0;2;2;Meal Plan 1;1;Room_Type 4;56;2018;3;20;Online;0;0;0;119.75;1;0
INN08680;2;0;1;1;Meal Plan 1;0;Room_Type 1;85;2018;7;2;Online;0;0;0;114.3;2;0
INN02117;2;0;0;3;Meal Plan 1;0;Room_Type 1;113;2018;9;14;Online;0;0;0;129.6;0;1
INN05918;1;0;1;3;Meal Plan 1;0;Room_Type 1;120;2018;5;12;Online;0;0;0;110.59;0;1
INN33876;2;0;0;1;Meal Plan 1;0;Room_Type 1;11;2018;12;16;Online;0;0;0;104.0;1;0
INN14223;2;0;0;1;Meal Plan 1;0;Room_Type 1;92;2018;11;11;Offline;0;0;0;90.0;0;0
INN18230;2;0;2;3;Meal Plan 1;0;Room_Type 1;10;2017;9;5;Online;0;0;0;122.0;2;0
INN13968;1;0;1;4;Meal Plan 1;0;Room_Type 1;13;2017;8;31;Online;0;0;0;92.0;2;1
INN00670;2;0;2;3;Meal Plan 1;0;Room_Type 1;170;2018;4;8;Offline;0;0;0;78.0;0;0
INN02593;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115.0;1;1
INN34645;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;6;23;Online;0;0;0;97.0;0;0
INN19910;2;2;0;4;Meal Plan 2;0;Room_Type 6;58;2018;3;30;Online;0;0;0;202.3;2;1
INN30959;2;0;1;0;Not Selected;0;Room_Type 1;114;2018;12;12;Online;0;0;0;79.2;1;0
INN23312;2;0;2;4;Meal Plan 1;0;Room_Type 4;45;2018;11;13;Offline;0;0;0;68.0;0;0
INN09931;2;0;2;2;Meal Plan 1;0;Room_Type 1;99;2017;10;30;Offline;0;0;0;65.0;0;1
INN26983;1;0;0;1;Meal Plan 1;0;Room_Type 4;6;2017;9;23;Online;0;0;0;0.0;1;0
INN04744;1;0;0;2;Meal Plan 1;1;Room_Type 1;2;2018;3;31;Corporate;1;0;5;67.0;0;0
INN29102;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2018;6;10;Offline;0;0;0;130.0;1;0
INN29440;2;0;4;9;Meal Plan 1;0;Room_Type 1;10;2018;5;15;Corporate;0;0;0;129.0;0;0
INN20259;1;0;2;3;Meal Plan 1;0;Room_Type 1;90;2018;3;6;Online;0;0;0;74.95;0;0
INN13016;2;0;1;3;Meal Plan 1;0;Room_Type 1;285;2018;10;3;Offline;0;0;0;100.0;0;1
INN08791;1;0;2;0;Meal Plan 1;0;Room_Type 1;38;2018;8;21;Online;0;0;0;90.95;0;0
INN16778;2;0;0;2;Not Selected;0;Room_Type 1;81;2018;5;3;Online;0;0;0;116.1;1;1
INN17673;2;0;0;3;Meal Plan 1;0;Room_Type 1;3;2018;3;8;Online;0;0;0;91.0;1;0
INN13373;2;0;0;1;Meal Plan 2;0;Room_Type 1;21;2018;3;4;Online;0;0;0;129.0;0;1
INN35814;2;0;1;2;Not Selected;0;Room_Type 1;34;2018;8;15;Online;0;0;0;134.1;1;0
INN30274;2;0;1;2;Meal Plan 1;0;Room_Type 1;233;2018;10;14;Offline;0;0;0;90.0;0;1
INN12780;1;0;0;1;Meal Plan 1;0;Room_Type 1;4;2018;2;19;Corporate;0;0;0;81.0;0;0
INN03025;2;0;1;2;Not Selected;0;Room_Type 1;46;2018;12;16;Online;0;0;0;79.2;1;0
INN03692;2;0;1;3;Meal Plan 1;1;Room_Type 1;25;2018;9;15;Online;0;0;0;165.5;2;0
INN18907;2;1;0;2;Meal Plan 1;0;Room_Type 4;84;2018;8;4;Online;0;0;0;134.1;1;0
INN33829;1;0;1;0;Meal Plan 1;0;Room_Type 1;76;2018;10;10;Offline;0;0;0;120.0;0;1
INN11538;2;0;0;4;Meal Plan 1;0;Room_Type 1;39;2017;11;10;Online;0;0;0;90.95;0;0
INN18117;2;0;2;2;Not Selected;0;Room_Type 1;17;2018;11;6;Online;0;0;0;142.54;0;0
INN09565;2;0;2;2;Meal Plan 1;0;Room_Type 4;33;2018;3;4;Online;0;0;0;97.4;1;0
INN26623;2;0;0;2;Meal Plan 1;0;Room_Type 1;28;2018;5;19;Corporate;0;0;0;109.0;0;0
INN30402;3;0;1;1;Meal Plan 1;0;Room_Type 4;41;2018;6;4;Online;0;0;0;150.3;0;1
INN00252;2;0;2;3;Meal Plan 1;0;Room_Type 1;43;2017;10;2;Offline;0;0;0;58.4;0;0
INN02291;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;109.0;0;0
INN04348;2;0;2;1;Meal Plan 1;0;Room_Type 1;33;2018;10;9;Online;0;0;0;138.0;0;1
INN19356;2;0;2;2;Not Selected;0;Room_Type 1;24;2018;9;25;Online;0;0;0;119.0;1;1
INN11947;2;1;2;5;Meal Plan 1;0;Room_Type 4;118;2018;5;1;Online;0;0;0;107.95;3;0
INN17700;2;0;2;3;Not Selected;0;Room_Type 1;108;2018;12;24;Online;0;0;0;93.4;0;0
INN02997;2;0;0;1;Meal Plan 1;0;Room_Type 1;16;2018;4;22;Online;0;0;0;117.0;0;1
INN00891;1;0;1;0;Meal Plan 1;0;Room_Type 1;263;2017;9;21;Offline;0;0;0;59.5;0;0
INN20543;2;0;2;2;Meal Plan 1;0;Room_Type 4;74;2018;5;15;Online;0;0;0;132.6;1;0
INN17567;1;0;2;6;Meal Plan 1;0;Room_Type 1;81;2018;2;27;Online;0;0;0;73.95;0;1
INN28382;1;0;1;0;Meal Plan 1;0;Room_Type 1;13;2018;3;20;Online;0;0;0;6.0;0;0
INN32390;1;1;2;0;Meal Plan 1;0;Room_Type 1;0;2017;10;11;Online;0;0;0;9.0;0;0
INN14141;2;0;2;1;Meal Plan 1;0;Room_Type 1;40;2018;2;21;Online;0;0;0;62.29;2;0
INN36067;2;0;0;3;Meal Plan 1;0;Room_Type 1;122;2018;12;8;Online;0;0;0;68.0;0;0
INN23981;3;0;2;5;Meal Plan 1;0;Room_Type 1;150;2018;7;10;Online;0;0;0;96.9;2;0
INN19139;1;0;0;3;Meal Plan 1;0;Room_Type 1;335;2018;10;13;Offline;0;0;0;80.0;0;0
INN27157;1;0;2;2;Meal Plan 1;0;Room_Type 1;115;2018;2;27;Offline;0;0;0;76.0;0;0
INN20378;2;0;0;2;Meal Plan 1;0;Room_Type 1;36;2018;4;12;Online;0;0;0;81.08;1;0
INN11043;3;0;2;3;Meal Plan 1;0;Room_Type 1;38;2018;4;10;Online;0;0;0;137.7;1;0
INN24846;2;0;0;3;Meal Plan 1;0;Room_Type 4;111;2018;6;2;Online;0;0;0;117.11;1;0
INN15713;2;0;2;4;Meal Plan 1;0;Room_Type 4;4;2018;2;28;Offline;0;0;0;80.2;0;0
INN28076;2;0;0;1;Meal Plan 1;0;Room_Type 1;180;2017;10;16;Offline;0;0;0;70.0;0;1
INN12956;1;0;2;1;Meal Plan 1;0;Room_Type 1;38;2018;6;19;Offline;0;0;0;81.0;0;1
INN02267;2;0;0;1;Meal Plan 1;0;Room_Type 4;75;2018;7;30;Online;0;0;0;127.8;1;0
INN28834;1;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;80.0;0;0
INN18846;2;0;2;2;Meal Plan 1;0;Room_Type 4;141;2018;4;17;Offline;0;0;0;80.75;0;0
INN08608;3;0;2;2;Meal Plan 1;0;Room_Type 4;117;2018;7;16;Online;0;0;0;130.05;2;0
INN12592;1;0;0;3;Meal Plan 1;0;Room_Type 4;11;2018;6;14;Corporate;0;0;0;90.0;0;0
INN06890;1;0;2;1;Meal Plan 1;0;Room_Type 1;116;2018;2;28;Online;0;0;0;61.0;0;1
INN01764;2;0;0;2;Meal Plan 1;0;Room_Type 1;317;2018;9;15;Online;0;0;0;120.0;0;1
INN17785;1;0;0;3;Meal Plan 1;0;Room_Type 1;93;2018;10;6;Online;0;0;0;113.4;3;0
INN04947;2;0;1;4;Meal Plan 1;0;Room_Type 1;275;2018;10;5;Online;0;0;0;90.0;0;1
INN03404;3;0;0;2;Meal Plan 1;0;Room_Type 4;135;2018;10;13;Online;0;0;0;151.2;3;0
INN21310;2;0;2;1;Meal Plan 1;0;Room_Type 1;221;2017;10;10;Offline;0;0;0;65.0;0;0
INN03616;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;109.0;0;0
INN12053;2;0;1;0;Meal Plan 1;0;Room_Type 1;5;2018;5;29;Corporate;0;0;0;99.0;0;0
INN12173;2;2;1;1;Meal Plan 1;0;Room_Type 6;3;2018;3;21;Online;0;0;0;181.0;0;0
INN10437;2;0;0;2;Meal Plan 1;0;Room_Type 1;59;2018;12;2;Online;0;0;0;93.6;2;0
INN33387;2;1;2;2;Meal Plan 1;0;Room_Type 1;171;2018;8;6;Online;0;0;0;114.75;2;1
INN06050;2;0;0;3;Meal Plan 1;0;Room_Type 1;12;2018;7;19;Online;0;0;0;134.33;2;0
INN31465;1;0;1;4;Meal Plan 1;0;Room_Type 1;336;2018;9;21;Offline;0;0;0;70.0;0;0
INN22244;3;0;3;6;Meal Plan 1;0;Room_Type 4;38;2018;8;22;Online;0;0;0;159.6;0;0
INN29926;2;0;0;1;Meal Plan 1;0;Room_Type 1;46;2018;12;29;Online;0;0;0;122.4;1;0
INN01171;2;0;2;2;Meal Plan 1;0;Room_Type 1;54;2018;12;24;Online;0;0;0;88.4;1;0
INN15300;2;0;1;2;Meal Plan 1;0;Room_Type 1;48;2018;8;29;Online;0;0;0;112.5;0;0
INN16368;2;0;0;2;Not Selected;1;Room_Type 1;187;2018;7;22;Online;0;0;0;94.5;1;1
INN34362;2;0;0;3;Meal Plan 1;0;Room_Type 1;44;2018;11;22;Online;0;0;0;97.07;1;1
INN08558;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;0
INN00470;2;0;2;1;Meal Plan 1;0;Room_Type 1;0;2017;12;27;Offline;0;0;0;58.0;0;0
INN14065;3;0;1;2;Meal Plan 1;0;Room_Type 4;65;2018;4;11;Online;0;0;0;137.7;1;0
INN26755;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;5;11;Offline;0;0;0;135.0;0;0
INN18383;2;0;2;3;Not Selected;0;Room_Type 1;133;2018;8;21;Online;0;0;0;70.04;2;0
INN01378;2;0;1;3;Meal Plan 1;0;Room_Type 1;105;2018;4;18;Online;0;0;0;82.45;0;0
INN18832;2;0;1;0;Not Selected;0;Room_Type 1;113;2018;7;10;Online;0;0;0;103.5;0;1
INN18351;2;0;0;1;Not Selected;0;Room_Type 1;4;2018;4;2;Online;0;0;0;99.0;1;0
INN12431;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;0
INN13371;1;0;2;2;Meal Plan 1;0;Room_Type 1;243;2017;9;20;Online;0;0;0;80.7;0;1
INN36032;2;0;1;3;Meal Plan 1;0;Room_Type 1;127;2018;4;28;Offline;0;0;0;90.0;0;1
INN13009;1;0;0;3;Meal Plan 1;0;Room_Type 1;335;2018;10;13;Offline;0;0;0;80.0;0;0
INN11627;1;0;1;0;Meal Plan 1;0;Room_Type 1;39;2018;9;25;Online;0;0;0;129.7;0;1
INN10644;2;0;1;1;Meal Plan 1;0;Room_Type 1;174;2017;10;10;Offline;0;0;0;70.0;0;1
INN26810;2;2;0;1;Meal Plan 1;0;Room_Type 6;60;2018;12;23;Online;0;0;0;156.6;0;1
INN32955;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100.0;0;0
INN14240;2;1;1;3;Meal Plan 1;0;Room_Type 1;217;2018;9;12;Online;0;0;0;119.85;2;1
INN03711;1;0;0;1;Meal Plan 1;1;Room_Type 1;0;2018;3;17;Corporate;0;0;0;50.0;1;0
INN14284;2;0;2;3;Not Selected;0;Room_Type 1;8;2018;10;16;Online;0;0;0;136.0;1;1
INN05637;2;0;2;5;Meal Plan 1;0;Room_Type 1;204;2018;8;18;Online;0;0;0;94.59;1;1
INN21719;1;0;2;4;Meal Plan 1;0;Room_Type 1;69;2018;6;12;Offline;0;0;0;120.0;0;1
INN26116;1;0;2;4;Meal Plan 1;0;Room_Type 1;245;2018;7;6;Offline;0;0;0;110.0;0;1
INN08752;1;0;0;1;Meal Plan 1;0;Room_Type 1;53;2018;10;14;Offline;0;0;0;120.0;0;0
INN21181;2;0;0;2;Meal Plan 1;0;Room_Type 4;180;2018;7;1;Online;0;0;0;105.3;0;1
INN00275;2;0;1;0;Meal Plan 1;0;Room_Type 1;19;2018;6;12;Online;0;0;0;94.35;1;0
INN02190;2;1;0;4;Meal Plan 1;0;Room_Type 1;0;2018;2;23;Online;0;0;0;112.0;1;0
INN26561;2;0;0;1;Meal Plan 1;0;Room_Type 1;43;2017;10;23;Online;0;0;0;0.0;0;0
INN32169;2;2;0;2;Meal Plan 1;0;Room_Type 6;12;2018;2;3;Online;0;0;0;171.0;0;1
INN08366;2;0;1;1;Meal Plan 1;1;Room_Type 1;15;2018;8;13;Corporate;0;0;0;84.0;1;0
INN00802;2;0;0;2;Meal Plan 1;1;Room_Type 1;6;2017;11;6;Online;0;0;0;116.0;0;0
INN35047;2;0;0;2;Meal Plan 1;0;Room_Type 1;23;2018;10;21;Online;0;0;0;140.0;0;1
INN33693;1;0;1;0;Meal Plan 1;0;Room_Type 1;2;2017;8;30;Online;0;0;0;96.0;1;0
INN29639;2;0;0;1;Meal Plan 1;0;Room_Type 1;15;2018;6;15;Offline;0;0;0;95.0;1;0
INN01700;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;0
INN10494;2;0;1;2;Meal Plan 1;0;Room_Type 1;0;2018;7;25;Online;0;0;0;161.0;0;0
INN33741;2;0;0;2;Not Selected;0;Room_Type 1;98;2018;10;26;Online;0;0;0;80.1;0;1
INN14216;1;0;1;2;Meal Plan 1;0;Room_Type 5;269;2018;11;21;Corporate;0;0;0;106.0;0;1
INN29869;2;0;1;3;Meal Plan 1;0;Room_Type 1;287;2018;9;29;Online;0;0;0;100.3;0;1
INN10686;2;0;0;2;Meal Plan 1;0;Room_Type 4;10;2018;9;30;Online;0;0;0;204.0;2;0
INN18627;2;0;1;2;Meal Plan 1;0;Room_Type 4;189;2018;10;28;Online;0;0;0;109.8;0;1
INN04150;2;2;0;3;Meal Plan 1;0;Room_Type 1;86;2018;12;8;Online;0;0;0;122.0;0;1
INN32999;2;0;0;2;Meal Plan 1;0;Room_Type 1;1;2018;10;7;Corporate;0;0;0;90.0;1;0
INN28031;2;0;0;4;Meal Plan 1;0;Room_Type 2;11;2017;9;8;Offline;0;0;0;78.94;1;0
INN17688;1;0;0;3;Meal Plan 1;0;Room_Type 1;14;2017;9;15;Online;0;0;0;114.0;1;0
INN20846;2;0;0;2;Meal Plan 1;0;Room_Type 1;301;2018;11;18;Offline;0;0;0;52.0;0;1
INN12383;2;2;0;4;Meal Plan 1;0;Room_Type 6;182;2018;12;27;Online;0;0;0;144.5;1;1
INN29209;2;0;1;4;Meal Plan 1;0;Room_Type 4;142;2018;6;1;Online;0;0;0;83.78;1;0
INN20449;1;0;0;3;Meal Plan 1;0;Room_Type 1;151;2018;1;19;Offline;0;0;0;71.0;0;0
INN03946;2;0;0;2;Not Selected;0;Room_Type 1;1;2017;9;29;Online;0;0;0;91.2;0;0
INN15334;2;0;0;5;Not Selected;0;Room_Type 1;21;2018;7;5;Online;0;0;0;139.0;1;0
INN09347;2;0;1;2;Meal Plan 1;0;Room_Type 4;64;2018;10;14;Online;0;0;0;132.3;1;0
INN29381;2;0;0;3;Meal Plan 1;0;Room_Type 1;162;2018;7;14;Offline;0;0;0;112.0;1;1
INN25448;1;0;1;0;Meal Plan 1;0;Room_Type 1;6;2017;9;27;Online;0;0;0;206.0;1;0
INN15708;1;0;0;3;Meal Plan 1;0;Room_Type 1;151;2018;1;19;Offline;0;0;0;80.0;0;0
INN29073;3;0;1;2;Meal Plan 1;0;Room_Type 7;45;2018;5;13;Online;0;0;0;194.73;0;1
INN27532;2;0;1;2;Meal Plan 1;0;Room_Type 4;5;2018;1;11;Online;0;0;0;99.0;1;0
INN03664;2;0;1;3;Meal Plan 2;0;Room_Type 1;195;2018;12;1;Online;0;0;0;106.25;2;0
INN15279;1;0;1;2;Meal Plan 1;0;Room_Type 1;118;2018;6;6;Offline;0;0;0;110.0;0;0
INN17628;2;0;0;1;Not Selected;0;Room_Type 1;53;2017;12;25;Online;0;0;0;67.5;1;0
INN11398;2;1;1;0;Meal Plan 1;0;Room_Type 1;6;2018;8;7;Online;0;0;0;171.0;2;0
INN03064;2;0;0;4;Meal Plan 1;0;Room_Type 1;37;2018;12;27;Online;0;0;0;108.8;1;0
INN19058;2;0;1;1;Meal Plan 1;0;Room_Type 1;57;2018;5;21;Online;0;0;0;126.9;2;0
INN19463;2;0;2;2;Meal Plan 1;0;Room_Type 1;179;2018;9;30;Online;0;0;0;113.4;0;1
INN26341;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;2018;4;19;Offline;0;0;0;115.0;0;1
INN18266;2;0;2;2;Meal Plan 1;0;Room_Type 4;147;2018;7;1;Online;0;0;0;103.7;2;0
INN02280;2;0;0;1;Meal Plan 1;0;Room_Type 1;443;2018;4;29;Online;0;0;0;65.0;0;1
INN15816;2;0;0;1;Meal Plan 2;0;Room_Type 1;221;2018;8;12;Offline;0;0;0;96.0;1;0
INN28657;3;0;0;5;Meal Plan 1;0;Room_Type 4;89;2018;8;23;Online;0;0;0;150.3;0;1
INN03328;1;0;0;2;Meal Plan 1;0;Room_Type 1;36;2018;1;19;Offline;0;0;0;71.0;0;0
INN08277;2;0;2;3;Meal Plan 1;0;Room_Type 1;5;2018;10;30;Online;0;0;0;127.4;3;0
INN23877;2;0;1;3;Meal Plan 1;0;Room_Type 1;290;2018;12;1;Online;0;0;0;73.95;0;1
INN29451;2;0;0;1;Meal Plan 1;0;Room_Type 1;443;2018;4;29;Offline;0;0;0;65.0;0;1
INN16802;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;2018;11;1;Offline;0;0;0;110.0;0;1
INN34762;3;0;1;3;Meal Plan 1;0;Room_Type 4;141;2018;8;22;Online;0;0;0;135.45;0;0
INN35440;1;0;0;2;Meal Plan 1;0;Room_Type 1;188;2018;6;15;Offline;0;0;0;130.0;0;1
INN16579;2;0;0;2;Meal Plan 1;0;Room_Type 1;66;2018;2;11;Offline;0;0;0;58.0;1;0
INN09165;2;1;0;2;Meal Plan 1;0;Room_Type 6;49;2018;7;20;Online;0;0;0;198.9;0;1
INN33730;2;0;1;2;Meal Plan 1;0;Room_Type 1;4;2017;10;19;Offline;0;0;0;100.8;1;0
INN35041;1;0;0;3;Meal Plan 1;0;Room_Type 1;113;2018;5;31;Corporate;0;0;0;100.0;0;1
INN02116;2;0;0;3;Meal Plan 2;0;Room_Type 1;90;2018;7;13;Offline;0;0;0;102.25;1;0
INN29779;3;0;2;0;Meal Plan 1;0;Room_Type 4;36;2018;6;19;Online;0;0;0;145.8;0;1
INN29880;1;0;0;1;Meal Plan 1;0;Room_Type 4;10;2018;9;30;Aviation;0;0;0;110.0;0;1
INN06602;2;0;1;2;Meal Plan 1;0;Room_Type 1;86;2018;5;20;Offline;0;0;0;65.0;1;0
INN26838;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;11;10;Complementary;1;0;9;0.0;1;0
INN02362;1;0;1;2;Meal Plan 1;0;Room_Type 1;55;2018;5;30;Online;0;0;0;109.35;0;1
INN10897;2;0;1;5;Meal Plan 1;0;Room_Type 1;41;2018;12;27;Offline;0;0;0;70.0;0;0
INN09636;2;2;0;1;Meal Plan 1;0;Room_Type 2;15;2018;3;8;Online;0;0;0;83.03;0;1
INN31717;1;0;0;1;Meal Plan 1;0;Room_Type 1;18;2018;5;13;Online;0;0;0;135.0;0;1
INN00360;2;0;2;0;Meal Plan 1;0;Room_Type 1;19;2018;9;18;Offline;0;0;0;95.0;0;0
INN21642;2;0;1;1;Meal Plan 1;0;Room_Type 4;66;2018;10;3;Online;0;0;0;119.07;1;1
INN36272;2;0;1;3;Meal Plan 1;0;Room_Type 1;228;2018;10;17;Online;0;0;0;90.95;2;1
INN17512;1;0;2;5;Meal Plan 2;0;Room_Type 1;29;2018;3;23;Offline;0;0;0;71.3;0;0
